Entity,Code,Date,Total confirmed cases (cases),Daily new confirmed cases (cases)
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",1,1
Afghanistan,AFG,"Feb 26, 2020",1,0
Afghanistan,AFG,"Feb 27, 2020",1,0
Afghanistan,AFG,"Feb 28, 2020",1,0
Afghanistan,AFG,"Feb 29, 2020",1,0
Afghanistan,AFG,"Mar 1, 2020",1,0
Afghanistan,AFG,"Mar 2, 2020",1,0
Afghanistan,AFG,"Mar 8, 2020",4,3
Afghanistan,AFG,"Mar 11, 2020",7,3
Afghanistan,AFG,"Mar 15, 2020",10,3
Afghanistan,AFG,"Mar 16, 2020",16,6
Afghanistan,AFG,"Mar 17, 2020",21,5
Afghanistan,AFG,"Mar 18, 2020",22,1
Afghanistan,AFG,"Mar 19, 2020",22,0
Afghanistan,AFG,"Mar 20, 2020",22,0
Afghanistan,AFG,"Mar 21, 2020",24,2
Afghanistan,AFG,"Mar 22, 2020",24,0
Afghanistan,AFG,"Mar 23, 2020",34,10
Afghanistan,AFG,"Mar 24, 2020",40,6
Afghanistan,AFG,"Mar 25, 2020",42,2
Afghanistan,AFG,"Mar 26, 2020",75,33
Afghanistan,AFG,"Mar 27, 2020",75,0
Afghanistan,AFG,"Mar 28, 2020",91,16
Afghanistan,AFG,"Mar 29, 2020",106,15
Afghanistan,AFG,"Mar 30, 2020",114,8
Afghanistan,AFG,"Mar 31, 2020",141,27
Afghanistan,AFG,"Apr 1, 2020",166,25
Afghanistan,AFG,"Apr 2, 2020",192,26
Afghanistan,AFG,"Apr 3, 2020",235,43
Afghanistan,AFG,"Apr 4, 2020",235,0
Afghanistan,AFG,"Apr 5, 2020",270,35
Afghanistan,AFG,"Apr 6, 2020",299,29
Afghanistan,AFG,"Apr 7, 2020",337,38
Afghanistan,AFG,"Apr 8, 2020",367,30
Afghanistan,AFG,"Apr 9, 2020",423,56
Afghanistan,AFG,"Apr 10, 2020",484,61
Afghanistan,AFG,"Apr 11, 2020",521,37
Afghanistan,AFG,"Apr 12, 2020",555,34
Afghanistan,AFG,"Apr 13, 2020",607,52
Afghanistan,AFG,"Apr 14, 2020",665,58
Afghanistan,AFG,"Apr 15, 2020",714,49
Afghanistan,AFG,"Apr 16, 2020",784,70
Afghanistan,AFG,"Apr 17, 2020",794,10
Afghanistan,AFG,"Apr 18, 2020",845,51
Afghanistan,AFG,"Apr 19, 2020",908,63
Afghanistan,AFG,"Apr 20, 2020",996,88
Afghanistan,AFG,"Apr 21, 2020",1031,35
Afghanistan,AFG,"Apr 22, 2020",1092,61
Afghanistan,AFG,"Apr 23, 2020",1176,84
Afghanistan,AFG,"Apr 24, 2020",1281,105
Afghanistan,AFG,"Apr 25, 2020",1351,70
Afghanistan,AFG,"Apr 26, 2020",1463,112
Afghanistan,AFG,"Apr 27, 2020",1531,68
Afghanistan,AFG,"Apr 28, 2020",1703,172
Afghanistan,AFG,"Apr 29, 2020",1827,124
Afghanistan,AFG,"Apr 30, 2020",1949,122
Afghanistan,AFG,"May 1, 2020",2171,222
Afghanistan,AFG,"May 2, 2020",2335,164
Afghanistan,AFG,"May 3, 2020",2469,134
Afghanistan,AFG,"May 4, 2020",2704,235
Afghanistan,AFG,"May 5, 2020",2894,190
Afghanistan,AFG,"May 6, 2020",3224,330
Afghanistan,AFG,"May 7, 2020",3392,168
Afghanistan,AFG,"May 8, 2020",3563,171
Afghanistan,AFG,"May 9, 2020",3778,215
Afghanistan,AFG,"May 10, 2020",4033,255
Afghanistan,AFG,"May 11, 2020",4402,369
Afghanistan,AFG,"May 12, 2020",4687,285
Afghanistan,AFG,"May 13, 2020",4967,280
Afghanistan,AFG,"May 14, 2020",5226,259
Afghanistan,AFG,"May 15, 2020",5339,113
Afghanistan,AFG,"May 16, 2020",6402,1063
Afghanistan,AFG,"May 17, 2020",6402,0
Afghanistan,AFG,"May 18, 2020",6664,262
Afghanistan,AFG,"May 19, 2020",7072,408
Afghanistan,AFG,"May 20, 2020",7653,581
Afghanistan,AFG,"May 21, 2020",8145,492
Afghanistan,AFG,"May 22, 2020",8676,531
Afghanistan,AFG,"May 23, 2020",9216,540
Afghanistan,AFG,"May 24, 2020",9998,782
Afghanistan,AFG,"May 25, 2020",10582,584
Afghanistan,AFG,"May 26, 2020",11173,591
Afghanistan,AFG,"May 27, 2020",11831,658
Afghanistan,AFG,"May 28, 2020",12456,625
Afghanistan,AFG,"May 29, 2020",13036,580
Afghanistan,AFG,"May 30, 2020",13659,623
Afghanistan,AFG,"May 31, 2020",14525,866
Afghanistan,AFG,"Jun 1, 2020",15205,680
Afghanistan,AFG,"Jun 2, 2020",15750,545
Afghanistan,AFG,"Jun 3, 2020",16509,759
Afghanistan,AFG,"Jun 4, 2020",17267,758
Afghanistan,AFG,"Jun 5, 2020",18054,787
Afghanistan,AFG,"Jun 6, 2020",18969,915
Afghanistan,AFG,"Jun 7, 2020",19551,582
Afghanistan,AFG,"Jun 8, 2020",20342,791
Afghanistan,AFG,"Jun 9, 2020",20917,575
Afghanistan,AFG,"Jun 10, 2020",21459,542
Afghanistan,AFG,"Jun 11, 2020",22143,684
Afghanistan,AFG,"Jun 12, 2020",22890,747
Afghanistan,AFG,"Jun 13, 2020",23546,656
Afghanistan,AFG,"Jun 14, 2020",24102,556
Afghanistan,AFG,"Jun 15, 2020",24766,664
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",1,1
Africa,,"Feb 16, 2020",1,0
Africa,,"Feb 17, 2020",1,0
Africa,,"Feb 18, 2020",1,0
Africa,,"Feb 19, 2020",1,0
Africa,,"Feb 20, 2020",1,0
Africa,,"Feb 21, 2020",1,0
Africa,,"Feb 22, 2020",1,0
Africa,,"Feb 23, 2020",1,0
Africa,,"Feb 24, 2020",1,0
Africa,,"Feb 25, 2020",1,0
Africa,,"Feb 26, 2020",2,1
Africa,,"Feb 27, 2020",2,0
Africa,,"Feb 28, 2020",3,1
Africa,,"Feb 29, 2020",3,0
Africa,,"Mar 1, 2020",5,2
Africa,,"Mar 2, 2020",6,1
Africa,,"Mar 3, 2020",9,3
Africa,,"Mar 4, 2020",11,2
Africa,,"Mar 5, 2020",20,9
Africa,,"Mar 6, 2020",29,9
Africa,,"Mar 7, 2020",43,14
Africa,,"Mar 8, 2020",44,1
Africa,,"Mar 9, 2020",83,39
Africa,,"Mar 10, 2020",95,12
Africa,,"Mar 11, 2020",105,10
Africa,,"Mar 12, 2020",118,13
Africa,,"Mar 13, 2020",159,41
Africa,,"Mar 14, 2020",202,43
Africa,,"Mar 15, 2020",239,37
Africa,,"Mar 16, 2020",324,85
Africa,,"Mar 17, 2020",402,78
Africa,,"Mar 18, 2020",494,92
Africa,,"Mar 19, 2020",633,139
Africa,,"Mar 20, 2020",744,111
Africa,,"Mar 21, 2020",975,231
Africa,,"Mar 22, 2020",1176,201
Africa,,"Mar 23, 2020",1389,213
Africa,,"Mar 24, 2020",1738,349
Africa,,"Mar 25, 2020",2203,465
Africa,,"Mar 26, 2020",2690,487
Africa,,"Mar 27, 2020",3278,588
Africa,,"Mar 28, 2020",3804,526
Africa,,"Mar 29, 2020",4124,320
Africa,,"Mar 30, 2020",4629,505
Africa,,"Mar 31, 2020",5137,508
Africa,,"Apr 1, 2020",5626,489
Africa,,"Apr 2, 2020",6248,622
Africa,,"Apr 3, 2020",6883,635
Africa,,"Apr 4, 2020",7508,625
Africa,,"Apr 5, 2020",8440,932
Africa,,"Apr 6, 2020",9175,735
Africa,,"Apr 7, 2020",9802,627
Africa,,"Apr 8, 2020",10524,722
Africa,,"Apr 9, 2020",11446,922
Africa,,"Apr 10, 2020",12280,834
Africa,,"Apr 11, 2020",12952,672
Africa,,"Apr 12, 2020",13666,714
Africa,,"Apr 13, 2020",14522,856
Africa,,"Apr 14, 2020",15291,769
Africa,,"Apr 15, 2020",16281,990
Africa,,"Apr 16, 2020",17243,962
Africa,,"Apr 17, 2020",18329,1086
Africa,,"Apr 18, 2020",19897,1568
Africa,,"Apr 19, 2020",21057,1160
Africa,,"Apr 20, 2020",22303,1246
Africa,,"Apr 21, 2020",23267,964
Africa,,"Apr 22, 2020",24617,1350
Africa,,"Apr 23, 2020",25686,1069
Africa,,"Apr 24, 2020",27221,1535
Africa,,"Apr 25, 2020",29075,1854
Africa,,"Apr 26, 2020",30316,1241
Africa,,"Apr 27, 2020",31748,1432
Africa,,"Apr 28, 2020",33162,1414
Africa,,"Apr 29, 2020",34932,1770
Africa,,"Apr 30, 2020",36735,1803
Africa,,"May 1, 2020",38850,2115
Africa,,"May 2, 2020",40757,1907
Africa,,"May 3, 2020",42776,2019
Africa,,"May 4, 2020",44435,1659
Africa,,"May 5, 2020",47122,2687
Africa,,"May 6, 2020",49208,2086
Africa,,"May 7, 2020",51677,2469
Africa,,"May 8, 2020",54106,2429
Africa,,"May 9, 2020",57836,3730
Africa,,"May 10, 2020",60637,2801
Africa,,"May 11, 2020",63391,2754
Africa,,"May 12, 2020",66510,3119
Africa,,"May 13, 2020",69504,2994
Africa,,"May 14, 2020",72533,3029
Africa,,"May 15, 2020",75679,3146
Africa,,"May 16, 2020",78432,2753
Africa,,"May 17, 2020",81435,3003
Africa,,"May 18, 2020",84816,3381
Africa,,"May 19, 2020",88085,3269
Africa,,"May 20, 2020",91365,3280
Africa,,"May 21, 2020",94985,3620
Africa,,"May 22, 2020",99855,4870
Africa,,"May 23, 2020",103712,3857
Africa,,"May 24, 2020",108151,4439
Africa,,"May 25, 2020",111909,3758
Africa,,"May 26, 2020",115764,3855
Africa,,"May 27, 2020",119681,3917
Africa,,"May 28, 2020",124532,4851
Africa,,"May 29, 2020",129281,4749
Africa,,"May 30, 2020",135149,5868
Africa,,"May 31, 2020",141622,6473
Africa,,"Jun 1, 2020",146996,5374
Africa,,"Jun 2, 2020",152485,5489
Africa,,"Jun 3, 2020",157450,4965
Africa,,"Jun 4, 2020",162175,4725
Africa,,"Jun 5, 2020",169823,7648
Africa,,"Jun 6, 2020",177209,7386
Africa,,"Jun 7, 2020",183627,6418
Africa,,"Jun 8, 2020",189598,5971
Africa,,"Jun 9, 2020",196570,6972
Africa,,"Jun 10, 2020",203142,6572
Africa,,"Jun 11, 2020",209623,6481
Africa,,"Jun 12, 2020",216870,7247
Africa,,"Jun 13, 2020",225490,8620
Africa,,"Jun 14, 2020",233823,8333
Africa,,"Jun 15, 2020",243125,9302
Albania,ALB,"Mar 9, 2020",2,2
Albania,ALB,"Mar 10, 2020",6,4
Albania,ALB,"Mar 11, 2020",10,4
Albania,ALB,"Mar 12, 2020",11,1
Albania,ALB,"Mar 13, 2020",23,12
Albania,ALB,"Mar 14, 2020",33,10
Albania,ALB,"Mar 15, 2020",38,5
Albania,ALB,"Mar 16, 2020",42,4
Albania,ALB,"Mar 17, 2020",51,9
Albania,ALB,"Mar 18, 2020",55,4
Albania,ALB,"Mar 19, 2020",59,4
Albania,ALB,"Mar 20, 2020",70,11
Albania,ALB,"Mar 21, 2020",70,0
Albania,ALB,"Mar 22, 2020",76,6
Albania,ALB,"Mar 23, 2020",89,13
Albania,ALB,"Mar 24, 2020",100,11
Albania,ALB,"Mar 25, 2020",123,23
Albania,ALB,"Mar 26, 2020",146,23
Albania,ALB,"Mar 27, 2020",174,28
Albania,ALB,"Mar 28, 2020",186,12
Albania,ALB,"Mar 29, 2020",197,11
Albania,ALB,"Mar 30, 2020",212,15
Albania,ALB,"Mar 31, 2020",223,11
Albania,ALB,"Apr 1, 2020",243,20
Albania,ALB,"Apr 2, 2020",259,16
Albania,ALB,"Apr 3, 2020",277,18
Albania,ALB,"Apr 4, 2020",304,27
Albania,ALB,"Apr 5, 2020",333,29
Albania,ALB,"Apr 6, 2020",361,28
Albania,ALB,"Apr 7, 2020",377,16
Albania,ALB,"Apr 8, 2020",383,6
Albania,ALB,"Apr 9, 2020",400,17
Albania,ALB,"Apr 10, 2020",409,9
Albania,ALB,"Apr 11, 2020",416,7
Albania,ALB,"Apr 12, 2020",433,17
Albania,ALB,"Apr 13, 2020",446,13
Albania,ALB,"Apr 14, 2020",467,21
Albania,ALB,"Apr 15, 2020",475,8
Albania,ALB,"Apr 16, 2020",494,19
Albania,ALB,"Apr 17, 2020",518,24
Albania,ALB,"Apr 18, 2020",539,21
Albania,ALB,"Apr 19, 2020",548,9
Albania,ALB,"Apr 20, 2020",562,14
Albania,ALB,"Apr 21, 2020",584,22
Albania,ALB,"Apr 22, 2020",609,25
Albania,ALB,"Apr 23, 2020",634,25
Albania,ALB,"Apr 24, 2020",663,29
Albania,ALB,"Apr 25, 2020",678,15
Albania,ALB,"Apr 26, 2020",712,34
Albania,ALB,"Apr 27, 2020",726,14
Albania,ALB,"Apr 28, 2020",736,10
Albania,ALB,"Apr 29, 2020",750,14
Albania,ALB,"Apr 30, 2020",766,16
Albania,ALB,"May 1, 2020",773,7
Albania,ALB,"May 2, 2020",782,9
Albania,ALB,"May 3, 2020",789,7
Albania,ALB,"May 4, 2020",795,6
Albania,ALB,"May 5, 2020",803,8
Albania,ALB,"May 6, 2020",820,17
Albania,ALB,"May 7, 2020",832,12
Albania,ALB,"May 8, 2020",842,10
Albania,ALB,"May 9, 2020",850,8
Albania,ALB,"May 10, 2020",856,6
Albania,ALB,"May 11, 2020",868,12
Albania,ALB,"May 12, 2020",872,4
Albania,ALB,"May 13, 2020",876,4
Albania,ALB,"May 14, 2020",880,4
Albania,ALB,"May 15, 2020",898,18
Albania,ALB,"May 16, 2020",916,18
Albania,ALB,"May 17, 2020",933,17
Albania,ALB,"May 18, 2020",946,13
Albania,ALB,"May 19, 2020",948,2
Albania,ALB,"May 20, 2020",949,1
Albania,ALB,"May 21, 2020",964,15
Albania,ALB,"May 22, 2020",969,5
Albania,ALB,"May 23, 2020",981,12
Albania,ALB,"May 24, 2020",989,8
Albania,ALB,"May 25, 2020",998,9
Albania,ALB,"May 26, 2020",1004,6
Albania,ALB,"May 27, 2020",1029,25
Albania,ALB,"May 28, 2020",1050,21
Albania,ALB,"May 29, 2020",1076,26
Albania,ALB,"May 30, 2020",1099,23
Albania,ALB,"May 31, 2020",1122,23
Albania,ALB,"Jun 1, 2020",1137,15
Albania,ALB,"Jun 2, 2020",1143,6
Albania,ALB,"Jun 3, 2020",1164,21
Albania,ALB,"Jun 4, 2020",1184,20
Albania,ALB,"Jun 5, 2020",1197,13
Albania,ALB,"Jun 6, 2020",1212,15
Albania,ALB,"Jun 7, 2020",1232,20
Albania,ALB,"Jun 8, 2020",1246,14
Albania,ALB,"Jun 9, 2020",1263,17
Albania,ALB,"Jun 10, 2020",1299,36
Albania,ALB,"Jun 11, 2020",1341,42
Albania,ALB,"Jun 12, 2020",1385,44
Albania,ALB,"Jun 13, 2020",1416,31
Albania,ALB,"Jun 14, 2020",1464,48
Albania,ALB,"Jun 15, 2020",1521,57
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",1,1
Algeria,DZA,"Feb 27, 2020",1,0
Algeria,DZA,"Feb 28, 2020",1,0
Algeria,DZA,"Feb 29, 2020",1,0
Algeria,DZA,"Mar 1, 2020",3,2
Algeria,DZA,"Mar 2, 2020",3,0
Algeria,DZA,"Mar 4, 2020",5,2
Algeria,DZA,"Mar 5, 2020",12,7
Algeria,DZA,"Mar 6, 2020",17,5
Algeria,DZA,"Mar 9, 2020",20,3
Algeria,DZA,"Mar 12, 2020",20,0
Algeria,DZA,"Mar 13, 2020",25,5
Algeria,DZA,"Mar 14, 2020",26,1
Algeria,DZA,"Mar 15, 2020",37,11
Algeria,DZA,"Mar 16, 2020",48,11
Algeria,DZA,"Mar 17, 2020",58,10
Algeria,DZA,"Mar 18, 2020",60,2
Algeria,DZA,"Mar 19, 2020",72,12
Algeria,DZA,"Mar 20, 2020",90,18
Algeria,DZA,"Mar 21, 2020",102,12
Algeria,DZA,"Mar 22, 2020",139,37
Algeria,DZA,"Mar 23, 2020",201,62
Algeria,DZA,"Mar 24, 2020",230,29
Algeria,DZA,"Mar 25, 2020",264,34
Algeria,DZA,"Mar 26, 2020",302,38
Algeria,DZA,"Mar 27, 2020",367,65
Algeria,DZA,"Mar 28, 2020",409,42
Algeria,DZA,"Mar 29, 2020",454,45
Algeria,DZA,"Mar 30, 2020",511,57
Algeria,DZA,"Mar 31, 2020",584,73
Algeria,DZA,"Apr 1, 2020",716,132
Algeria,DZA,"Apr 2, 2020",847,131
Algeria,DZA,"Apr 3, 2020",986,139
Algeria,DZA,"Apr 4, 2020",1171,185
Algeria,DZA,"Apr 5, 2020",1251,80
Algeria,DZA,"Apr 6, 2020",1320,69
Algeria,DZA,"Apr 7, 2020",1423,103
Algeria,DZA,"Apr 8, 2020",1468,45
Algeria,DZA,"Apr 9, 2020",1572,104
Algeria,DZA,"Apr 10, 2020",1666,94
Algeria,DZA,"Apr 11, 2020",1761,95
Algeria,DZA,"Apr 12, 2020",1825,64
Algeria,DZA,"Apr 13, 2020",1914,89
Algeria,DZA,"Apr 14, 2020",1983,69
Algeria,DZA,"Apr 15, 2020",2070,87
Algeria,DZA,"Apr 16, 2020",2160,90
Algeria,DZA,"Apr 17, 2020",2268,108
Algeria,DZA,"Apr 18, 2020",2418,150
Algeria,DZA,"Apr 19, 2020",2535,117
Algeria,DZA,"Apr 20, 2020",2629,94
Algeria,DZA,"Apr 21, 2020",2718,89
Algeria,DZA,"Apr 22, 2020",2811,93
Algeria,DZA,"Apr 23, 2020",2910,99
Algeria,DZA,"Apr 24, 2020",3007,97
Algeria,DZA,"Apr 25, 2020",3127,120
Algeria,DZA,"Apr 26, 2020",3256,129
Algeria,DZA,"Apr 27, 2020",3382,126
Algeria,DZA,"Apr 28, 2020",3517,135
Algeria,DZA,"Apr 29, 2020",3649,132
Algeria,DZA,"Apr 30, 2020",3848,199
Algeria,DZA,"May 1, 2020",4006,158
Algeria,DZA,"May 2, 2020",4154,148
Algeria,DZA,"May 3, 2020",4295,141
Algeria,DZA,"May 4, 2020",4474,179
Algeria,DZA,"May 5, 2020",4648,174
Algeria,DZA,"May 6, 2020",4838,190
Algeria,DZA,"May 7, 2020",4997,159
Algeria,DZA,"May 8, 2020",5182,185
Algeria,DZA,"May 9, 2020",5369,187
Algeria,DZA,"May 10, 2020",5558,189
Algeria,DZA,"May 11, 2020",5723,165
Algeria,DZA,"May 12, 2020",5891,168
Algeria,DZA,"May 13, 2020",6067,176
Algeria,DZA,"May 14, 2020",6253,186
Algeria,DZA,"May 15, 2020",6442,189
Algeria,DZA,"May 16, 2020",6629,187
Algeria,DZA,"May 17, 2020",6821,192
Algeria,DZA,"May 18, 2020",7019,198
Algeria,DZA,"May 19, 2020",7201,182
Algeria,DZA,"May 20, 2020",7377,176
Algeria,DZA,"May 21, 2020",7542,165
Algeria,DZA,"May 22, 2020",7728,186
Algeria,DZA,"May 23, 2020",7918,190
Algeria,DZA,"May 24, 2020",8113,195
Algeria,DZA,"May 25, 2020",8306,193
Algeria,DZA,"May 26, 2020",8503,197
Algeria,DZA,"May 27, 2020",8697,194
Algeria,DZA,"May 28, 2020",8857,160
Algeria,DZA,"May 29, 2020",8997,140
Algeria,DZA,"May 30, 2020",9134,137
Algeria,DZA,"May 31, 2020",9267,133
Algeria,DZA,"Jun 1, 2020",9394,127
Algeria,DZA,"Jun 2, 2020",9513,119
Algeria,DZA,"Jun 3, 2020",9626,113
Algeria,DZA,"Jun 4, 2020",9626,0
Algeria,DZA,"Jun 5, 2020",9831,205
Algeria,DZA,"Jun 6, 2020",9935,104
Algeria,DZA,"Jun 7, 2020",10050,115
Algeria,DZA,"Jun 8, 2020",10154,104
Algeria,DZA,"Jun 9, 2020",10265,111
Algeria,DZA,"Jun 10, 2020",10382,117
Algeria,DZA,"Jun 11, 2020",10484,102
Algeria,DZA,"Jun 12, 2020",10589,105
Algeria,DZA,"Jun 13, 2020",10698,109
Algeria,DZA,"Jun 14, 2020",10810,112
Algeria,DZA,"Jun 15, 2020",10919,109
Andorra,AND,"Mar 3, 2020",1,1
Andorra,AND,"Mar 14, 2020",2,1
Andorra,AND,"Mar 16, 2020",5,3
Andorra,AND,"Mar 17, 2020",14,9
Andorra,AND,"Mar 18, 2020",14,0
Andorra,AND,"Mar 19, 2020",53,39
Andorra,AND,"Mar 20, 2020",75,22
Andorra,AND,"Mar 21, 2020",75,0
Andorra,AND,"Mar 22, 2020",88,13
Andorra,AND,"Mar 23, 2020",113,25
Andorra,AND,"Mar 24, 2020",133,20
